IMPORTANT :

This document is based on the standard data model of Sage X3 and may contain errors as it is an AI translation from images.
Throughout the document, tables are generally represented in the form XXX - YYYYYYYYYY where XXX is the abbreviated code of the table and YYYYYYYYYY is the actual code of the table in the database.
For fields, sometimes the notation AAAA: BBBBBBBBBB is used, where AAAA indicates the index code and BBBBBBBBBB indicates the field code.

This document, though assisted by AI, bears the mark of Guillaume Clément's passionate dedication, which spanned countless hours.

# COMMON DATA 1 - COMPANY AND SITES

Table | Table name | Primary key | Relation fields | Table linked | Table linked description | Table linked primary key
CAL - CPTANALIN | Analytical accounting lines | CAL0: VCRPTY, CAL1: VCRNUM, CAL2: VCRLIN, CAL3: CPRSEQ, CAL4: ANALIG | VCRNUM, VCRLIN, DIE[0] <-> CCE | CCE - CACCE | Dimensions | CCE0: DIE - CCE
TVT - TABVAT | Tax code table | TVT0: VAT - LEG | None | | |
TCU - TABCUR | Currency table | TCU0: CUR | None | | |
TUN - TABUNIT | Table of units of measure | TUN0: UOM | None | | |
FCY - FACILITY | Sites | FCY0: FCY | None | | |
AUS - AUTULIS | Users | CDUSBR: USR | None | | |
BPS - BPSUPPLIER | Suppliers | BPS0: BPSNUM | None | | |
BPT - BPCARRIER | Carriers | BPT0: BPTNUM | None | | |
ADI - ATABDIV | Miscellaneous | ADI0: NUM, ADI+: CODE | None | | |
TMD - TABMODELIV | Delivery methods | TMD0: MDL | None | | |
TCY - TABCUNTRY | Country table | TCY0: CRY | None | | |
PTD - PRECEIPTD | Detail receipts | PTD0: PTNUM, PTD1: LIN | PTNUM | PNH - PRETURN | Returns | PNH0: PTNNUM
PTD - PRECEIPTD | Detail receipts | PTD0: PTNUM, PTD1: LIN | VAT[1], LIN | TVT - TABVAT | Tax code table | TVT0: VAT - LEG
PTD - PRECEIPTD | Detail receipts | PTD0: PTNUM, PTD1: LIN | CUR | TCU - TABCUR | Currency table | TCU0: CUR
PTD - PRECEIPTD | Detail receipts | PTD0: PTNUM, PTD1: LIN | PTNUM, PTD1LIN | ITM - ITMMASTER | Products | ITM0: ITMREF
ITM - ITMMASTER | Products | ITM0: ITMREF | None | | |
PND - PRETURND | Detail return | PND0: PTNUM, PND1: LIN | PTNUM | PNH - PRETURN | Returns | PNH0: PTNNUM
PND - PRETURND | Detail return | PND0: PTNUM, PND1: LIN | PTNUMPTDLIN | PTD - PRECEIPTD | Detail receipts | PTD0: PTNUM, PTD1: LIN
PNH - PRETURN | Returns | PNH0: PTNNUM | PTNNUM | BPS - BPSUPPLIER | Suppliers | BPS0: BPSNUM
PNH - PRETURN | Returns | PNH0: PTNNUM | PTNNUM | BPT - BPCARRIER | Carriers | BPT0: BPTNUM
PNH - PRETURN | Returns | PNH0: PTNNUM | PTNNUM | ADI - ATABDIV | Miscellaneous | ADI0: NUM, ADI+: CODE
PNH - PRETURN | Returns | PNH0: PTNNUM | PTNNUM | TMD - TABMODELIV | Delivery methods | TMD0: MDL
PNH - PRETURN | Returns | PNH0: PTNNUM | PTNNUM | TUN - TABUNIT | Table of units of measure | TUN0: UOM
PNH - PRETURN | Returns | PNH0: PTNNUM | PTNNUM | FCY - FACILITY | Sites | FCY0: FCY
PNH - PRETURN | Returns | PNH0: PTNNUM | PTNNUM | AUS - AUTULIS | Users | CDUSBR: USR
PNH - PRETURN | Returns | PNH0: PTNNUM | None | | |
STJ - STJOU | Stock journal | STJ0: STOFCY, STJ1: ITMREF, STJ2: PTDAT+, STJ3: MYNUMID | None | | |
CCE - CACCE | Dimensions | CCE0: DIE - CCE | None | | |
CAL - CPTANALIN | Analytical accounting lines | CAL0: VCRPTY, CAL1: VCRNUM, CAL2: VCRLIN, CAL3: CPRSEQ, CAL4: ANALIG | None | | |

# PURCHASE 7 - PURCHASE INVOICE

Table | Table name | Primary key | Relation fields | Table linked | Table linked description | Table linked primary key
ITM - ITMMASTER | Products | ITM0: ITMREF | None | | |
GAC - GACCOUNT | Accounts | GAC0: COA, GAC1: ACC | None | | |
PND - PRETURND | Detail return | PND0: PTNNUM, PND1: PNDLIN | PTNNUM | PID - PINVOICED | Purchase invoice detail | PID0: NUM, PID1: POLIN
PND - PRETURND | Detail return | PND0: PTNNUM, PND1: PNDLIN | PTNNUM | PTD - PRECEIPTD | Detail receipts | PTD0: PTNUM, PTD1: LIN
PTD - PRECEIPTD | Detail receipts | PTD0: PTNUM, PTD1: LIN | PTNUM | PID - PINVOICED | Purchase invoice detail | PID0: NUM, PID1: POLIN
POQ - PORDERQA | POs quantities | POQ0: PTNUM, POQ1: POLIN, POQ2: POSEQ0 | PTNUM, POLIN | PID - PINVOICED | Purchase invoice detail | PID0: NUM, PID1: POLIN
PPR - PPREASON | Purchase price reasons | PPR0: PRIEN | None | | |
CAL - CPTANALIN | Analytical accounting lines | CAL0: VCRPTY, CAL1: VCRNUM, CAL2: VCRLIN, CAL3: CPRSEQ, CAL4: ANALIG | VCRPTY, VCRNUM, VCRLIN | PIV - PINVOICEV | Costing purchase invoices | PIV0: NUM
CAL - CPTANALIN | Analytical accounting lines | CAL0: VCRPTY, CAL1: VCRNUM, CAL2: VCRLIN, CAL3: CPRSEQ, CAL4: ANALIG | VCRPTY, VCRNUM, VCRLIN | PID - PINVOICED | Purchase invoice detail | PID0: NUM, PID1: POLIN
PID - PINVOICED | Purchase invoice detail | PID0: NUM, PID1: POLIN | PTNUM, PTD1LIN | PTD - PRECEIPTD | Detail receipts | PTD0: PTNUM, PTD1: LIN
PID - PINVOICED | Purchase invoice detail | PID0: NUM, PID1: POLIN | PTNUM, POLIN | POQ - PORDERQA | POs quantities | POQ0: PTNUM, POQ1: POLIN, POQ2: POSEQ0
PID - PINVOICED | Purchase invoice detail | PID0: NUM, PID1: POLIN | NUM | PIH - PINVOICE | Purchase invoices | PIH0: NUM
PID - PINVOICED | Purchase invoice detail | PID0: NUM, PID1: POLIN | NUM | PIV - PINVOICEV | Costing purchase invoices | PIV0: NUM
PID - PINVOICED | Purchase invoice detail | PID0: NUM, PID1: POLIN | Die[0] | CCE - CACCE | Dimensions | CCE0: DIE - CCE
PIH - PINVOICE | Purchase invoices | PIH0: NUM | NUM | PIV - PINVOICEV | Costing purchase invoices | PIV0: NUM
PIH - PINVOICE | Purchase invoices | PIH0: NUM | None | | |
PIV - PINVOICEV | Costing purchase invoices | PIV0: NUM | NUM | PIH - PINVOICE | Purchase invoices | PIH0: NUM
PIV - PINVOICEV | Costing purchase invoices | PIV0: NUM | None | | |
CCE - CACCE | Dimensions | CCE0: DIE - CCE | None | | |
ADI - ATABDIV | Miscellaneous tables | ADI0: NUM, ADI+: CODE | None | | |
FCY - FACILITY | Sites | FCY0: FCY | None | | |
RTZ - RITENZONE | Table of retention codes | RTZ0: RITCOD | None | | |
GTE - GTYPACCRDT | Document types | GTE0: TYP, GTE+: LEG | None | | |
JOU - GJOURNAL | Journal codes | JOU0: JCO, JOU1: LEG | None | | |
DUD - GACCDUDATE | Open items | DUD0: TYP, DUD1: NUM, DUD2: LIG, DUD3: DUDLIG | DUD[1,5,9] | PFI - PFOTINOV | Purchase invoicing elements | PFI0: INDIVATLI, PFI1: FINNUM
PFI - PFOTINOV | Purchase invoicing elements | PFI0: INDIVATLI, PFI1: FINNUM | None | | |
TVT - TABVAT | Tax code table | TVT0: VAT - LEG | None | | |
TCU - TABCUR | Currency table | TCU0: CUR | None | | |
TDA - TABDEPAGIO | Early discount/late charge table | TDA0: DEP, TDA1: LEG | None | | |
BPS - BPSUPPLIER | Suppliers | BPS0: BPSNUM | None | | |
BPR - BBTPARTNER | Business partner | BPR0: BPRNUM | None | | |
TPT - TABPAYTERM | Payment term | TPT0: PTE, TPT1: LEG | None | | |
PWV - PVCRRAT | Purchase documents taxes - VAT | PWV0: VCRNUM, PWV1: VCRPTY, PWV2: ND | VCRNUM, VCRPTY | PVF - PVCRRFOOT | Purchase documents footer elt | PVF0: VCRNUM, PVF1: VCRPTY
PVF - PVCRRFOOT | Purchase documents footer elt | PVF0: VCRNUM, PVF1: VCRPTY | None | | |
TUN - TABUNIT | Table of units of measure | TUN0: UOM | None | | |

# PURCHASE 8 - PURCHASE PRICE

Table | Table name | Primary key | Relation fields | Table linked | Table linked description | Table linked primary key
PFI - PFOTINOV | Purchase invoicing elements | PFI0: PFNUM | None | | |
PPR - PPREASON | Purchase price reasons | PPR0: PRIEN | None | | |
PPC - PPRICCONF | Supplier pricing parameters | PPC0: PLI | None | | |
PPL - PPRICLIST | Supplier price lists | PPL0: PLI, PPL1: PLILCRD, PPL2: PLILN | PLILCRD | PPF - PPRICFICH | Supplier prices (records) | PPF0: FIL, PPF1: PLILCRD
PPF - PPRICFICH | Supplier prices (records) | PPF0: FIL, PPF1: PLILCRD | PLILCRD | PPL - PPRICLIST | Supplier price lists | PPL0: PLI, PPL1: PLILCRD, PPL2: PLILN
TCU - TABCUR | Currency table | TCU0: CUR | CUR | PPC - PPRICCONF | Supplier pricing parameters | PPC0: PLI
ITM - ITMMASTER | Products | ITM0: ITMREF | ITMREF | PPL - PPRICLIST | Supplier price lists | PPL0: PLI, PPL1: PLILCRD, PPL2: PLILN
BPS - BPSUPPLIER | Suppliers | BPS0: BPSNUM | BPSNUM | PPL - PPRICLIST | Supplier price lists | PPL0: PLI, PPL1: PLILCRD, PPL2: PLILN
PRS - PRSTRUCT | Price structure (cust/supp) | PRS0: BPCBPS, PRS1: PLISTC | BPCBPS, PLISTC | PPC - PPRICCONF | Supplier pricing parameters | PPC0: PLI
PRS - PRSTRUCT | Price structure (cust/supp) | PRS0: BPCBPS, PRS1: PLISTC | BPCBPS, PLISTC | PPL - PPRICLIST | Supplier price lists | PPL0: PLI, PPL1: PLILCRD, PPL2: PLILN

# PURCHASE 9 - EXTERNAL ORDERS

Table | Table name | Primary key | Relation fields | Table linked | Table linked description | Table linked primary key
SCS - COSRV | Order sub-contract services | SCS0: SCONUM, SCS1: SCLIN, SCS2: BSLIN | SCONUM, SCLIN, BSLIN | CCE - CACCE | Dimensions | CCE0: DIE - CCE
SCO - SCOHEAD | Subcontract order | SCO0: SCONUM | SCONUM | FCY - FACILITY | Sites | FCY0: FCY
SCO - SCOHEAD | Subcontract order | SCO0: SCONUM | SCONUM | BPS - BPSUPPLIER | Suppliers | BPS0: BPSNUM
SCM - SCOMAT | Order sub-contract materials | SCM0: SCONUM, SCM1: SCLIN, SCM2: SCMLIN | SCONUM, SCLIN, SCMLIN | ITF - ITMFACILIT | Products-sites | ITF0: ITMREF, STOFCY
SCI - SCOITM | Subcontract order | SCI0: SCONUM, SCI1: SQLIN | SCONUM | ITF - ITMFACILIT | Products-sites | ITF0: ITMREF, STOFCY
ITF - ITMFACILIT | Products-sites | ITF0: ITMREF, ITF+: STOFCY | ITMREF, STOFCY | SCM - SCOMAT | Order sub-contract materials | SCM0: SCONUM, SCM1: SCLIN, SCM2: SCMLIN
ITF - ITMFACILIT | Products-sites | ITF0: ITMREF, ITF+: STOFCY | ITMREF | SCI - SCOITM | Subcontract order | SCI0: SCONUM, SCI1: SQLIN
ITF - ITMFACILIT | Products-sites | ITF0: ITMREF, ITF+: STOFCY | ITMREF | ORD - ORDERS | WIP | ORD0: WIP, ORD1: WIPNUM, ORD2: ITMREF
FCY - FACILITY | Sites | FCY0: FCY | None | | |
BPS - BPSUPPLIER | Suppliers | BPS0: BPSNUM | None | | |
TBO - TABBOMALT | BOM codes | TBO0: BOMALTTY, TBO1: BOMALT | None | | |
TUN - TABUNIT | Table of units of measure | TUN0: UOM | None | | |
CCE - CACCE | Dimensions | CCE0: DIE - CCE | None | | |
ORD - ORDERS | WIP | ORD0: WIP, ORD1: WIPNUM, ORD2: ITMREF | None | | |

# STOCK 1 - STOCK

Table | Table name | Primary key | Relation fields | Table linked | Table linked description | Table linked primary key
STO - STOCK | Stock | STOCP: STOFCY, STOCP | ITMREF, STOFCY | ITM - ITMMASTER | Products | ITMREF: ITMREF
STO - STOCK | Stock | STOCP: STOFCY, STOCP | ITMREF, STOFCY | ITF - ITMFACILIT | Products-sites | ITMREF: ITMREF, STOFCY
STO - STOCK | Stock | STOCP: STOFCY, STOCP | ITMREF, STOFCY | STP - STOCOST | Stock FIFO cost | STOCP: ITMREF, STOFCY
STO - STOCK | Stock | STOCP: STOFCY, STOCP | ITMREF, STOFCY | STS - STOSER | Serial numbers | STOCP: ITMREF, SERNUM
STO - STOCK | Stock | STOCP: STOFCY, STOCP | ITMREF, STOFCY | STA - STOALL | Allocations | STOCP: ITMREF, STOFCY
STO - STOCK | Stock | STOCP: STOFCY, STOCP | ITMREF, STOFCY | STE - STOPAR | Stock parameters | STOCP: ITMREF, TCLCOD
STO - STOCK | Stock | STOCP: STOFCY, STOCP | ITMREF, STOFCY | ITV - ITMMVT | Product-site totals | STOCP: ITMREF, STOFCY
STO - STOCK | Stock | STOCP: STOFCY, STOCP | ITMREF, STOFCY | ITH - ITMVTHIS | Total product-site history | STOCP: ITMREF, STOFCY
STO - STOCK | Stock | STOCP: STOFCY, STOCP | ITMREF, STOFCY | ITG - ITMCATEG | Product category | STOCP: ITMREF, TCLCOD
STO - STOCK | Stock | STOCP: STOFCY, STOCP | ITMREF, STOFCY | TRU - TABRUL | Allocation and issue rules | STOCP: ITMREF, TRUCOD
STO - STOCK | Stock | STOCP: STOFCY, STOCP | ITMREF, STOFCY | FCY - FACILITY | Sites | STOCP: STOFCY
STO - STOCK | Stock | STOCP: STOFCY, STOCP | ITMREF, STOFCY | STC - STOLOC | Locations | STOCP: STOFCY, LOC
STO - STOCK | Stock | STOCP: STOFCY, STOCP | ITMREF, STOFCY | STF - STOLOCAFF | Bin assignment | STOCP: STOFCY, LOC
STO - STOCK | Stock | STOCP: STOFCY, STOCP | ITMREF, STOFCY | SRG - STOSRG | Storage | STOCP: STOFCY, VCRNUM
STO - STOCK | Stock | STOCP: STOFCY, STOCP | ITMREF, STOFCY | TCM - TABCUSTOMT | Valuation methods | STOCP: ITMREF, VLTCOD
STO - STOCK | Stock | STOCP: STOFCY, STOCP | ITMREF, STOFCY | SAC - STOACCPAR | Acting, interface parameter | STOCP: STOFCY, PCRDAT
STO - STOCK | Stock | STOCP: STOFCY, STOCP | ITMREF, STOFCY | STJ - STOJOU | Stock journal | STOCP: ITMREF, STOFCY, VCRNUM, MYESEQ
ITM - ITMMASTER | Products | ITMREF: ITMREF | ITMREF | STO - STOCK | Stock | STOCP: STOFCY, STOCP
ITM - ITMMASTER | Products | ITMREF: ITMREF | ITMREF | ITF - ITMFACILIT | Products-sites | ITMREF: ITMREF, STOFCY
ITM - ITMMASTER | Products | ITMREF: ITMREF | ITMREF | STS - STOSER | Serial numbers | STOCP: ITMREF, SERNUM
ITM - ITMMASTER | Products | ITMREF: ITMREF | ITMREF | ITV - ITMMVT | Product-site totals | STOCP: ITMREF, STOFCY
ITM - ITMMASTER | Products | ITMREF: ITMREF | ITMREF | ITH - ITMVTHIS | Total product-site history | STOCP: ITMREF, STOFCY
ITM - ITMMASTER | Products | ITMREF: ITMREF | ITMREF | ITG - ITMCATEG | Product category | STOCP: ITMREF, TCLCOD
STP - STOCOST | Stock FIFO cost | STOCP: ITMREF, STOFCY | ITMREF, STOFCY | STO - STOCK | Stock | STOCP: STOFCY, STOCP
STS - STOSER | Serial numbers | STOCP: ITMREF, SERNUM | ITMREF, STOFCY, SERNUM | STO - STOCK | Stock | STOCP: STOFCY, STOCP
STA - STOALL | Allocations | STOCP: ITMREF, STOFCY, SECU | ITMREF, STOFCY | STO - STOCK | Stock | STOCP: STOFCY, STOCP
FCY - FACILITY | Sites | FCYD: FCY | STOFCY | STO - STOCK | Stock | STOCP: STOFCY, STOCP
FCY - FACILITY | Sites | FCYD: FCY | STOFCY | ITF - ITMFACILIT | Products-sites | ITMREF: ITMREF, STOFCY
ITF - ITMFACILIT | Products-sites | ITMREF: ITMREF, STOFCY | ITMREF, STOFCY | ITM - ITMMASTER | Products | ITMREF: ITMREF
ITF - ITMFACILIT | Products-sites | ITMREF: ITMREF, STOFCY | ITMREF, STOFCY | STO - STOCK | Stock | STOCP: STOFCY, STOCP
ITF - ITMFACILIT | Products-sites | ITMREF: ITMREF, STOFCY | ITMREF, STOFCY | ITV - ITMMVT | Product-site totals | STOCP: ITMREF, STOFCY
ITF - ITMFACILIT | Products-sites | ITMREF: ITMREF, STOFCY | ITMREF, STOFCY | FCY - FACILITY | Sites | FCYD: FCY
ITV - ITMMVT | Product-site totals | ITMREF: ITMREF, STOFCY | ITMREF, STOFCY | ITM - ITMMASTER | Products | ITMREF: ITMREF
ITV - ITMMVT | Product-site totals | ITMREF: ITMREF, STOFCY | ITMREF, STOFCY | ITF - ITMFACILIT | Products-sites | ITMREF: ITMREF, STOFCY
ITV - ITMMVT | Product-site totals | ITMREF: ITMREF, STOFCY | ITMREF, STOFCY | STO - STOCK | Stock | STOCP: STOFCY, STOCP
ITH - ITMVTHIS | Total product-site history | ITMREF: ITMREF, STOFCY | ITMREF, STOFCY | ITM - ITMMASTER | Products | ITMREF: ITMREF
ITH - ITMVTHIS | Total product-site history | ITMREF: ITMREF, STOFCY | ITMREF, STOFCY | STO - STOCK | Stock | STOCP: STOFCY, STOCP
ITG - ITMCATEG | Product category | ITMREF: ITMREF, TCLCOD | ITMREF, TCLCOD | ITM - ITMMASTER | Products | ITMREF: ITMREF
ITG - ITMCATEG | Product category | ITMREF: ITMREF, TCLCOD | ITMREF, TCLCOD | STO - STOCK | Stock | STOCP: STOFCY, STOCP
TRU - TABRUL | Allocation and issue rules | TRUO: TRUCOD | ITMREF, TRUCOD | ITM - ITMMASTER | Products | ITMREF: ITMREF
TRU - TABRUL | Allocation and issue rules | TRUO: TRUCOD | ITMREF, TRUCOD | STO - STOCK | Stock | STOCP: STOFCY, STOCP
STC - STOLOC | Locations | STOCP: STOFCY, LOC | STOFCY, LOC | STO - STOCK | Stock | STOCP: STOFCY, STOCP
STC - STOLOC | Locations | STOCP: STOFCY, LOC | STOFCY, LOC | STF - STOLOCAFF | Bin assignment | STOCP: STOFCY, LOC
STC - STOLOC | Locations | STOCP: STOFCY, LOC | STOFCY, LOC | TLO - TABLOCTYP | Location type | STOCP: STOFCY, LOCTYP
STF - STOLOCAFF | Bin assignment | STOCP: STOFCY, LOC | STOFCY, LOC | STC - STOLOC | Locations | STOCP: STOFCY, LOC
STF - STOLOCAFF | Bin assignment | STOCP: STOFCY, LOC | STOFCY, LOC | STO - STOCK | Stock | STOCP: STOFCY, STOCP
SRG - STOSRG | Storage | STOCP: STOFCY, VCRNUM | STOFCY, VCRNUM | STO - STOCK | Stock | STOCP: STOFCY, STOCP
TCM - TABCUSTOMT | Valuation methods | TCO: VLTCOD | ITMREF, VLTCOD | STO - STOCK | Stock | STOCP: STOFCY, STOCP
SAC - STOACCPAR | Acting, interface parameter | SACO: PCRDAT | STOFCY, PCRDAT | STO - STOCK | Stock | STOCP: STOFCY, STOCP
STJ - STOJOU | Stock journal | STJU: STOFCY, ITMREF, VCRNUM, MYESEQ | STOFCY, ITMREF, VCRNUM, MYESEQ | STO - STOCK | Stock | STOCP: STOFCY, STOCP
STL - STOLOT | Lot numbers | STLO: ITMREF, LOT | ITMREF, LOT, STOFCY | SLF - STOLOTCY | Lots - sites | STOCP: ITMREF, LOT, SLF, STOFCY
SLF - STOLOTCY | Lots - sites | STOCP: ITMREF, LOT, SLF, STOFCY | ITMREF, LOT, STOFCY | STL - STOLOT | Lot numbers | STOCP: ITMREF, LOT
SLF - STOLOTCY | Lots - sites | STOCP: ITMREF, LOT, SLF, STOFCY | ITMREF, LOT, STOFCY | STO - STOCK | Stock | STOCP: STOFCY, STOCP
STR - STOTRK | Traceability | STOCP: ITMREF, LOT, SLO, PEFCY, STOFCY | ITMREF, LOT, SLO, PEFCY, STOFCY | SLF - STOLOTCY | Lots - sites | STOCP: ITMREF, LOT, SLF, STOFCY
STR - STOTRK | Traceability | STOCP: ITMREF, LOT, SLO, PEFCY, STOFCY | ITMREF, LOT, SLO, PEFCY, STOFCY | STL - STOLOT | Lot numbers | STOCP: ITMREF, LOT
TST - TABSTATO | Stock status report | TSTO: STASTO | STASTO | STO - STOCK | Stock | STOCP: STOFCY, STOCP
TUN - TABUNIT | Table of units of measure | TUNG: UOM | UOM | STO - STOCK | Stock | STOCP: STOFCY, STOCP
STU - STOUC | Stock quantities update | STUC: STOFCY, ITMREF, UOM | STOFCY, ITMREF, UOM | STO - STOCK | Stock | STOCP: STOFCY, STOCP

# STOCK 2 - QUALITY CONTROL

Table | Table name | Primary key | Relation fields | Table linked | Table linked description | Table linked primary key
QLQ - QLYCRDQST | Quality records - questions | QLQQ: QSTNUM | QSTNUM | TCT - TABCTL | Response table | TCTB: TCT, TCTLIN
QLA - QLYCRDASW | Quality records - responses | QLAO: QLYTCDEM, VCRNUM, QCSREG, QSTNUM | QLYTCDEM, VCRNUM, QCSREG, QSTNUM | QLD - STOQLYD | Quality control detail | QLDD: VCRTP1, VCRNUM1, VCRILN
QLC - QLYCRD | Technical sheets | QLCQ: QLYCRD, NUMILN | QLYCRD, MTSEQCO | ITM - ITMMASTER | Products | ITMREF: ITMREF
QLD - STOQLYD | Quality control detail | QLDD: VCRTP1, VCRNUM1, VCRILN | VCRTP1, VCRNUM1, VCRILN | QLH - STOQLYH | Quality control header | QLHQ: VCRTP, VCRNUM
QLH - STOQLYH | Quality control header | QLHQ: VCRTP, VCRNUM | VCRTP, VCRNUM | ITM - ITMMASTER | Products | ITMREF: ITMREF
QLH - STOQLYH | Quality control header | QLHQ: VCRTP, VCRNUM | VCRTP, VCRNUM | STL - STOLOT | Lot numbers | STLD: ITMREF, LOT, SLO
QLH - STOQLYH | Quality control header | QLHQ: VCRTP, VCRNUM | VCRTP, VCRNUM | QLD - STOQLYD | Quality control detail | QLDD: VCRTP1, VCRNUM1, VCRILN
ITM - ITMMASTER | Products | ITMREF: ITMREF | ITMREF | QLC - QLYCRD | Technical sheets | QLCQ: QLYCRD, NUMILN
ITM - ITMMASTER | Products | ITMREF: ITMREF | ITMREF | QLH - STOQLYH | Quality control header | QLHQ: VCRTP, VCRNUM
ITM - ITMMASTER | Products | ITMREF: ITMREF | ITMREF | STL - STOLOT | Lot numbers | STLD: ITMREF, LOT, SLO
ITM - ITMMASTER | Products | ITMREF: ITMREF | ITMREF | STO - STOCK | Stock | STOCP: STOFCY, STOCU
ITM - ITMMASTER | Products | ITMREF: ITMREF | ITMREF | BPS - BPSUPPLIER | Suppliers | BPSON: BPSNUM
BPS - BPSUPPLIER | Suppliers | BPSON: BPSNUM | BPSNUM | ITM - ITMMASTER | Products | ITMREF: ITMREF
STL - STOLOT | Lot numbers | STLD: ITMREF, LOT, SLO | ITMREF, LOT | ITM - ITMMASTER | Products | ITMREF: ITMREF
STL - STOLOT | Lot numbers | STLD: ITMREF, LOT, SLO | ITMREF, LOT | QLH - STOQLYH | Quality control header | QLHQ: VCRTP, VCRNUM
TCU - TABCUR | Currency table | TCUD: CUR | CUR | STO - STOCK | Stock | STOCP: STOFCY, STOCU
STO - STOCK | Stock | STOCP: STOFCY, STOCU | STOFCY, STOCU | TCU - TABCUR | Currency table | TCUD: CUR
STO - STOCK | Stock | STOCP: STOFCY, STOCU | STOFCY, STOCU | ITM - ITMMASTER | Products | ITMREF: ITMREF
STO - STOCK | Stock | STOCP: STOFCY, STOCU | STOFCY, STOCU | FCY - FACILITY | Sites | FCYD: FCY
STO - STOCK | Stock | STOCP: STOFCY, STOCU | STOFCY, STOCU | TST - TABSTATO | Stock status report | TSTD: STASTO
FCY - FACILITY | Sites | FCYD: FCY | FCY | STO - STOCK | Stock | STOCP: STOFCY, STOCU
TST - TABSTATO | Stock status report | TSTD: STASTO | STASTO | STO - STOCK | Stock | STOCP: STOFCY, STOCU
SRT - STTKTRS | Stock transactions | SRTD: SRTTYP, SRTNUM | SRTTYP, SRTNUM | BPR - BPPARTNER | Business partner | BPRD: BPRNUM
TCT - TABCTL | Response table | TCTB: TCT, TCTLIN | TCT, TCTLIN | QLQ - QLYCRDQST | Quality records - questions | QLQQ: QSTNUM
QLQ - QLYCRDQST | Quality records - questions | QLQQ: QSTNUM | QSTNUM | TCT - TABCTL | Response table | TCTB: TCT, TCTLIN
QLQ - QLYCRDQST | Quality records - questions | QLQQ: QSTNUM | QSTNUM | QLA - QLYCRDASW | Quality records - responses | QLAO: QLYTCDEM, VCRNUM, QCSREG, QSTNUM
QLA - QLYCRDASW | Quality records - responses | QLAO: QLYTCDEM, VCRNUM, QCSREG, QSTNUM | QLYTCDEM, VCRNUM, QCSREG, QSTNUM | QLD - STOQLYD | Quality control detail | QLDD: VCRTP1, VCRNUM1, VCRILN
QLA - QLYCRDASW | Quality records - responses | QLAO: QLYTCDEM, VCRNUM, QCSREG, QSTNUM | QLYTCDEM, VCRNUM, QCSREG, QSTNUM | QLQ - QLYCRDQST | Quality records - questions | QLQQ: QSTNUM
QLC - QLYCRD | Technical sheets | QLCQ: QLYCRD, NUMILN | QLYCRD, MTSEQCO | ITM - ITMMASTER | Products | ITMREF: ITMREF
QLD - STOQLYD | Quality control detail | QLDD: VCRTP1, VCRNUM1, VCRILN | VCRTP1, VCRNUM1, VCRILN | QLH - STOQLYH | Quality control header | QLHQ: VCRTP, VCRNUM
QLD - STOQLYD | Quality control detail | QLDD: VCRTP1, VCRNUM1, VCRILN | VCRTP1, VCRNUM1, VCRILN | QLA - QLYCRDASW | Quality records - responses | QLAO: QLYTCDEM, VCRNUM, QCSREG, QSTNUM
QLH - STOQLYH | Quality control header | QLHQ: VCRTP, VCRNUM | VCRTP, VCRNUM | ITM - ITMMASTER | Products | ITMREF: ITMREF
QLH - STOQLYH | Quality control header | QLHQ: VCRTP, VCRNUM | VCRTP, VCRNUM | STL - STOLOT | Lot numbers | STLD: ITMREF, LOT, SLO
QLH - STOQLYH | Quality control header | QLHQ: VCRTP, VCRNUM | VCRTP, VCRNUM | QLD - STOQLYD | Quality control detail | QLDD: VCRTP1, VCRNUM1, VCRILN
ITM - ITMMASTER | Products | ITMREF: ITMREF | ITMREF | QLC - QLYCRD | Technical sheets | QLCQ: QLYCRD, NUMILN
ITM - ITMMASTER | Products | ITMREF: ITMREF | ITMREF | QLH - STOQLYH | Quality control header | QLHQ: VCRTP, VCRNUM
ITM - ITMMASTER | Products | ITMREF: ITMREF | ITMREF | STL - STOLOT | Lot numbers | STLD: ITMREF, LOT, SLO
ITM - ITMMASTER | Products | ITMREF: ITMREF | ITMREF | STO - STOCK | Stock | STOCP: STOFCY, STOCU
ITM - ITMMASTER | Products | ITMREF: ITMREF | ITMREF | BPS - BPSUPPLIER | Suppliers | BPSON: BPSNUM
BPS - BPSUPPLIER | Suppliers | BPSON: BPSNUM | BPSNUM | ITM - ITMMASTER | Products | ITMREF: ITMREF
STL - STOLOT | Lot numbers | STLD: ITMREF, LOT, SLO | ITMREF, LOT | ITM - ITMMASTER | Products | ITMREF: ITMREF
STL - STOLOT | Lot numbers | STLD: ITMREF, LOT, SLO | ITMREF, LOT | QLH - STOQLYH | Quality control header | QLHQ: VCRTP, VCRNUM
TCU - TABCUR | Currency table | TCUD: CUR | CUR | STO - STOCK | Stock | STOCP: STOFCY, STOCU
STO - STOCK | Stock | STOCP: STOFCY, STOCU | STOFCY, STOCU | TCU - TABCUR | Currency table | TCUD: CUR
STO - STOCK | Stock | STOCP: STOFCY, STOCU | STOFCY, STOCU | ITM - ITMMASTER | Products | ITMREF: ITMREF
STO - STOCK | Stock | STOCP: STOFCY, STOCU | STOFCY, STOCU | FCY - FACILITY | Sites | FCYD: FCY
STO - STOCK | Stock | STOCP: STOFCY, STOCU | STOFCY, STOCU | TST - TABSTATO | Stock status report | TSTD: STASTO
