    Table  	Table Abbreviation	Column	 Normal title  	Type	Length	expression
SPAMOD1801  	SPM1801	BUIBLO	 Bloc	 A  	3	
SPAMOD1801  	SPM1801	BUICALNUM	 Code de qualification	 A  	3	
SPAMOD1801  	SPM1801	BUICODPOS	 Code postal	 A  	5	
SPAMOD1801  	SPM1801	BUICODPRO	 Code provincial	 A  	2	
SPAMOD1801  	SPM1801	BUICOM	 Domaine complémentaire	 A  	40	
SPAMOD1801  	SPM1801	BUIESCA	 Escalier	 A  	3	
SPAMOD1801  	SPM1801	BUILOC	 Emplacement	 M  	12	
SPAMOD1801  	SPM1801	BUILOCNAM	 Emplacement	 A  	30	
SPAMOD1801  	SPM1801	BUIMUNI	 Ville	 A  	30	
SPAMOD1801  	SPM1801	BUIMUNICOD	 Code	 A  	5	
SPAMOD1801  	SPM1801	BUINUMCASA	 numéro de rue	 A  	3	
SPAMOD1801  	SPM1801	BUIPLAN	 Sol	 A  	3	
SPAMOD1801  	SPM1801	BUIPORTAL	 Portail	 A  	3	
SPAMOD1801  	SPM1801	BUIPUERTA	 Porte	 A  	3	
SPAMOD1801  	SPM1801	BUISTREET	 Rue	 A  	50	
SPAMOD1801  	SPM1801	BUITIPNUM	 Type d'emplacement	 A  	3	
SPAMOD1801  	SPM1801	BUIVIA	 Taper	 A  	5	
SPAMOD1801  	SPM1801	CDRREF	 Cadastre	 A  	20	
SPAMOD1801  	SPM1801	CODPROV	 Code provincial	 A  	2	
SPAMOD1801  	SPM1801	CPY	 Entreprise	 CPY  	   	[CPY]CPY0=[SPM1801]CPY
SPAMOD1801  	SPM1801	CREDATTIM	 Date et heure	 ADATIM  	   	
SPAMOD1801  	SPM1801	CREUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[SPM1801]CREUSR
SPAMOD1801  	SPM1801	EDEVENGO	 Exercice de régularisation	 A  	4	
SPAMOD1801  	SPM1801	FIY	 Exercice fiscal	 A  	4	
SPAMOD1801  	SPM1801	MODALIDAD	 Mode de paiement	 A  	1	
SPAMOD1801  	SPM1801	NIFP	 identification fiscale	 A  	9	
SPAMOD1801  	SPM1801	NIFREP	 NIF du représentant	 A  	9	
SPAMOD1801  	SPM1801	NUMDECL	 Numéro de déclaration	 C  	4	
SPAMOD1801  	SPM1801	PER	 Période	 A  	2	
SPAMOD1801  	SPM1801	PORETENC	 %	 DCB  	2,2	
SPAMOD1801  	SPM1801	PROVINCIA	 Province	 A  	2	
SPAMOD1801  	SPM1801	RAZSOCP	 Bénéficiaire	 A  	30	
SPAMOD1801  	SPM1801	RETENCION	 Retenue	 DCB  	11,2	
SPAMOD1801  	SPM1801	UPDDATTIM	 Date et heure	 ADATIM  	   	
SPAMOD1801  	SPM1801	UPDUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[SPM1801]UPDUSR
SPAMOD190  	SPM190	ADMINIST	 Agence	 A  	20	
SPAMOD190  	SPM190	AUUID	 Identifiant unique	 AUUID  	   	
SPAMOD190  	SPM190	CARGO	 Rôle	 A  	35	
SPAMOD190  	SPM190	CODADM	 Agence	 L  	5	
SPAMOD190  	SPM190	CODPOS	 Code Postal	 A  	5	
SPAMOD190  	SPM190	COMPLEM	 Ajouter. indicateur de page de déclaration	 M  	4	
SPAMOD190  	SPM190	CONTACTO	 Personne à contacter	 A  	100	
SPAMOD190  	SPM190	CPY	 Entreprise	 CPY  	   	[CPY]CPY0=[SPM190]CPY
SPAMOD190  	SPM190	CREDATTIM	 Date et heure	 ADATIM  	   	
SPAMOD190  	SPM190	CREUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[SPM190]CREUSR
SPAMOD190  	SPM190	EDEVENGO	 Exercice de régularisation	 A  	4	
SPAMOD190  	SPM190	FIRMANTE	 Signataire	 A  	100	
SPAMOD190  	SPM190	FIY	 Exercice fiscal	 A  	4	
SPAMOD190  	SPM190	FPRESENT	 Envoyer la date	 D  	   	
SPAMOD190  	SPM190	LOCALIDA	 Localité	 A  	20	
SPAMOD190  	SPM190	MODELO	 Formulaire	 A  	3	
SPAMOD190  	SPM190	NIF	 Numéro d’identification fiscale de l’entreprise.	 A  	9	
SPAMOD190  	SPM190	NIFP	 identification fiscale	 A  	9	
SPAMOD190  	SPM190	NJUSTIFI	 Pièce justificative n°	 A  	15	
SPAMOD190  	SPM190	NOMBRE	 Nom	 A  	15	
SPAMOD190  	SPM190	NOMBREVIA	 Rue	 A  	17	
SPAMOD190  	SPM190	NPERCEPT	 Les bénéficiaires	 C  	4	
SPAMOD190  	SPM190	NUMCASA	 numéro de rue	 L  	2	
SPAMOD190  	SPM190	NUMDECL	 Numéro de déclaration	 C  	4	
SPAMOD190  	SPM190	NUMDECLA	 Numéro de déclaration	 A  	13	
SPAMOD190  	SPM190	PAGCOMP	 Ajouter. indicateur de page de déclaration	 M  	4	
SPAMOD190  	SPM190	PAGINA	 Page	 A  	2	
SPAMOD190  	SPM190	PER	 Période	 A  	2	
SPAMOD190  	SPM190	PROVIN	 Province	 A  	15	
SPAMOD190  	SPM190	RAZSOC	 Nom de l'entreprise	 A  	30	
SPAMOD190  	SPM190	SUSTITU	 Remplacement	 M  	4	
SPAMOD190  	SPM190	TELEFONO	 Téléphone	 A  	9	
SPAMOD190  	SPM190	TIPOVIA	 Taper	 A  	2	
SPAMOD190  	SPM190	TIPSOP	 Type de support	 M  	15	
SPAMOD190  	SPM190	TOTBASES	 Total des paiements reçus	 DCB  	11,2	
SPAMOD190  	SPM190	TOTRETEN	 Total de retenue	 DCB  	11,2	
SPAMOD190  	SPM190	UPDDATTIM	 Date et heure	 ADATIM  	   	
SPAMOD190  	SPM190	UPDUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[SPM190]UPDUSR
SPAMOD1901  	SPM1901	AD35E	 Asc. désactivée. 33-65 (unité entière)	 C  	1	
SPAMOD1901  	SPM1901	AD35T	 Ascendant handicapé 33-65 ans.	 C  	1	
SPAMOD1901  	SPM1901	AD65E	 Asc. désactivée. >= 65 (unité entière)	 C  	1	
SPAMOD1901  	SPM1901	AD65T	 Ascendant handicapé >= 65 ans.	 C  	1	
SPAMOD1901  	SPM1901	ADMRE	 Asc. désactivée. rouge. foule. (un tout entier)	 C  	1	
SPAMOD1901  	SPM1901	ADMRT	 Asc. désactivée. mobilité réduite	 C  	1	
SPAMOD1901  	SPM1901	AM75E	 Ascendant < 75 ans. (unité entière)	 C  	1	
SPAMOD1901  	SPM1901	AM75T	 Ascendant >= 75 ans.	 C  	1	
SPAMOD1901  	SPM1901	AMI75E	 Ascendant >= 75 ans. (unité entière)	 C  	1	
SPAMOD1901  	SPM1901	AMI75T	 Ascendant >= 75 ans.	 C  	1	
SPAMOD1901  	SPM1901	ANUALID	 Pension alimentaire annuelle	 DCB  	9,2	
SPAMOD1901  	SPM1901	AUUID	 Identifiant unique	 AUUID  	   	
SPAMOD1901  	SPM1901	AYUINFANCIA	 Personnes à charge mineures	 C  	1	
SPAMOD1901  	SPM1901	CLAVE	 Clé	 A  	1	
SPAMOD1901  	SPM1901	CODADM	 Agence	 L  	5	
SPAMOD1901  	SPM1901	CODPOS	 Code Postal	 A  	5	
SPAMOD1901  	SPM1901	CODPROV	 Code provincial	 A  	2	
SPAMOD1901  	SPM1901	COMUNICA	 Communication vers la résidence principale	 M  	4	
SPAMOD1901  	SPM1901	CONTACTO	 Personne à contacter	 A  	100	
SPAMOD1901  	SPM1901	CONTADOR	 Numéro de séquence	 C  	4	
SPAMOD1901  	SPM1901	CONTRATO	 Contrat ou relation de travail	 C  	1	
SPAMOD1901  	SPM1901	CPY	 Entreprise	 CPY  	   	[CPY]CPY0=[SPM1901]CPY
SPAMOD1901  	SPM1901	CREDATTIM	 Date et heure	 ADATIM  	   	
SPAMOD1901  	SPM1901	CREUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[SPM1901]CREUSR
SPAMOD1901  	SPM1901	DD35E	 Desc. désactivée. 33-65 (unité entière)	 C  	2	
SPAMOD1901  	SPM1901	DD35T	 Descendant handicapé de 33 à 65 ans.	 C  	2	
SPAMOD1901  	SPM1901	DD65E	 Desc. désactivée. >= 65 (unité entière)	 C  	2	
SPAMOD1901  	SPM1901	DD65T	 Descendant handicapé >= 65 ans.	 C  	2	
SPAMOD1901  	SPM1901	DDMRE	 Desc. désactivée. rouge. foule. (un tout entier)	 C  	2	
SPAMOD1901  	SPM1901	DDMRT	 Desc. désactivée. mobilité réduite	 C  	2	
SPAMOD1901  	SPM1901	DISCAP	 Invalidité	 C  	1	
SPAMOD1901  	SPM1901	DM3E	 Descendant < 3 ans. (unité entière)	 C  	1	
SPAMOD1901  	SPM1901	DM3T	 Descendant < 3 ans.	 C  	1	
SPAMOD1901  	SPM1901	DRE	 Desc. mobilité réduite (unité entière)	 C  	2	
SPAMOD1901  	SPM1901	DRT	 Descendant à mobilité réduite	 C  	2	
SPAMOD1901  	SPM1901	EDEVENGO	 Exercice de régularisation	 A  	4	
SPAMOD1901  	SPM1901	FIY	 Exercice fiscal	 A  	4	
SPAMOD1901  	SPM1901	GASTOS	 Dépenses	 DCB  	9,2	
SPAMOD1901  	SPM1901	HIJO1	 Enfant 1	 M  	12	
SPAMOD1901  	SPM1901	HIJO2	 Enfant 2	 M  	12	
SPAMOD1901  	SPM1901	HIJO3	 Enfant 3	 M  	12	
SPAMOD1901  	SPM1901	ICINCLAB	 Acompte pour incapacité	 DCB  	11,2	
SPAMOD1901  	SPM1901	ICRINLAB	 Compte de revenus pour incapacité	 DCB  	11,2	
SPAMOD1901  	SPM1901	IEINCLAB	 Revenus en nature en cas d'incapacité	 DCB  	11,2	
SPAMOD1901  	SPM1901	INCLAB	 Allocation d'incapacité	 DCB  	11,2	
SPAMOD1901  	SPM1901	INGREF	 Dépôts effectués	 DCB  	9,2	
SPAMOD1901  	SPM1901	INGRRE	 Dépôts collectés	 DCB  	9,2	
SPAMOD1901  	SPM1901	LOCALIDA	 Localité	 A  	16	
SPAMOD1901  	SPM1901	MODELO	 Formulaire	 A  	3	
SPAMOD1901  	SPM1901	MOVILIDA	 Mobilité géographique	 M  	4	
SPAMOD1901  	SPM1901	NACIMIEN	 Année de naissance	 C  	4	
SPAMOD1901  	SPM1901	NIF	 Numéro d’identification fiscale de l’entreprise.	 A  	9	
SPAMOD1901  	SPM1901	NIFCONY	 NIF du conjoint	 A  	9	
SPAMOD1901  	SPM1901	NIFP	 identification fiscale	 A  	9	
SPAMOD1901  	SPM1901	NIFREP	 NIF du représentant	 A  	9	
SPAMOD1901  	SPM1901	NJUSTIFI	 Pièce justificative n°	 A  	15	
SPAMOD1901  	SPM1901	NOMBRE	 Nom	 A  	15	
SPAMOD1901  	SPM1901	NOMBVIA	 Rue	 A  	17	
SPAMOD1901  	SPM1901	NUMCASA	 numéro de rue	 L  	2	
SPAMOD1901  	SPM1901	NUMDECL	 Numéro de déclaration	 C  	4	
SPAMOD1901  	SPM1901	PAGCOMP	 Ajouter. indicateur de page de déclaration	 M  	4	
SPAMOD1901  	SPM1901	PAGINA	 Page	 A  	2	
SPAMOD1901  	SPM1901	PENSION	 Indemnité compensatoire	 DCB  	9,2	
SPAMOD1901  	SPM1901	PER	 Période	 A  	2	
SPAMOD1901  	SPM1901	PERCEPCI	 Total des paiements reçus	 DCB  	11,2	
SPAMOD1901  	SPM1901	PROLONG	 Extension	 M  	4	
SPAMOD1901  	SPM1901	PROVIN	 Province	 A  	15	
SPAMOD1901  	SPM1901	RAZSOC	 Nom de l'entreprise	 A  	60	
SPAMOD1901  	SPM1901	RAZSOCD	 Nom de l'entreprise	 A  	30	
SPAMOD1901  	SPM1901	RAZSOCP	 Bénéficiaire	 A  	30	
SPAMOD1901  	SPM1901	REDUCCIO	 Réduction	 DCB  	9,2	
SPAMOD1901  	SPM1901	RENTAS	 Ceuta/Melilla	 M  	4	
SPAMOD1901  	SPM1901	RETENCIO	 Retenues	 DCB  	11,2	
SPAMOD1901  	SPM1901	RINCLAB	 Retenue pour incapacité	 DCB  	11,2	
SPAMOD1901  	SPM1901	SITUACIO	 État civil	 C  	1	
SPAMOD1901  	SPM1901	SUBCLAVE	 Sous-clé	 C  	2	
SPAMOD1901  	SPM1901	TELEFONO	 Téléphone	 A  	9	
SPAMOD1901  	SPM1901	TIPOVIA	 Taper	 A  	2	
SPAMOD1901  	SPM1901	TITCONVIVEN	 Représentant légal de la cellule familiale.	 C  	1	
SPAMOD1901  	SPM1901	UPDDATTIM	 Date et heure	 ADATIM  	   	
SPAMOD1901  	SPM1901	UPDUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[SPM1901]UPDUSR
SPAMOD1901  	SPM1901	VALORACI	 Valorisation en nature	 DCB  	11,2	
SPAMOD193  	SPM193	AUUID	 Identifiant unique	 AUUID  	   	
SPAMOD193  	SPM193	CODPOS	 Code Postal	 A  	5	
SPAMOD193  	SPM193	CONTACTO	 Personne à contacter	 A  	40	
SPAMOD193  	SPM193	CPY	 Entreprise	 CPY  	   	[CPY]CPY0=[SPM193]CPY
SPAMOD193  	SPM193	CREDATTIM	 Date et heure	 ADATIM  	   	
SPAMOD193  	SPM193	CREUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[SPM193]CREUSR
SPAMOD193  	SPM193	DECCOMP	 Ajouter. indicateur de page de déclaration	 M  	4	
SPAMOD193  	SPM193	DECLANT	 Déclaration précédente	 A  	13	
SPAMOD193  	SPM193	DECSUST	 Remplacement	 M  	4	
SPAMOD193  	SPM193	DIA	 Jour	 A  	2	
SPAMOD193  	SPM193	FIY	 Exercice fiscal	 A  	4	
SPAMOD193  	SPM193	GASTOS	 Dépenses	 DCB  	9,2	
SPAMOD193  	SPM193	IMP11	 Nombre de destinataires	 L  	6	
SPAMOD193  	SPM193	IMP12	 Bases de retenue	 DCB  	11,2	
SPAMOD193  	SPM193	IMP13	 Retenues	 DCB  	11,2	
SPAMOD193  	SPM193	IMP14	 Retenues de revenus	 DCB  	11,2	
SPAMOD193  	SPM193	IMP31	 Montant de l'exercice précédent	 DCB  	11,2	
SPAMOD193  	SPM193	IMP32	 Ajustement	 DCB  	11,2	
SPAMOD193  	SPM193	LOCALIDA	 Localité	 A  	16	
SPAMOD193  	SPM193	MES	 Mois	 A  	10	
SPAMOD193  	SPM193	MODELO	 Formulaire	 A  	3	
SPAMOD193  	SPM193	NIF	 Numéro d’identification fiscale de l’entreprise.	 A  	9	
SPAMOD193  	SPM193	NOMBVIA	 Rue	 A  	17	
SPAMOD193  	SPM193	NUMCASA	 numéro de rue	 L  	2	
SPAMOD193  	SPM193	NUMDECL	 Numéro de déclaration	 C  	4	
SPAMOD193  	SPM193	NUMJUST	 Numéro de pièce justificative	 A  	13	
SPAMOD193  	SPM193	PROVIN	 Province	 A  	15	
SPAMOD193  	SPM193	RAZSOC	 Nom de l'entreprise	 A  	30	
SPAMOD193  	SPM193	TELEFONO	 Téléphone	 A  	9	
SPAMOD193  	SPM193	TYPDEC	 Type de déclaration	 ADI  	   	"[ADI]CODE=318;TYPDEC"
SPAMOD193  	SPM193	UPDDATTIM	 Date et heure	 ADATIM  	   	
SPAMOD193  	SPM193	UPDUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[SPM193]UPDUSR
SPAMOD193  	SPM193	YEARDEC	 Année de déclaration	 A  	4	
SPAMOD1931  	SPM1931	AUUID	 Identifiant unique	 AUUID  	   	
SPAMOD1931  	SPM1931	BASERET	 Bases de retenue	 DCB  	9,2	
SPAMOD1931  	SPM1931	CLACOD	 Code clé	 C  	1	
SPAMOD1931  	SPM1931	CLAPERC	 Clé	 A  	1	
SPAMOD1931  	SPM1931	CODCUENT	 compte bancaire	 A  	20	
SPAMOD1931  	SPM1931	CODEMISO	 Code émetteur	 A  	12	
SPAMOD1931  	SPM1931	COMPENSA	 Rémunérations	 DCB  	9,2	
SPAMOD1931  	SPM1931	CONTADOR	 Numéro de séquence	 C  	4	
SPAMOD1931  	SPM1931	CPY	 Entreprise	 CPY  	   	[CPY]CPY0=[SPM1931]CPY
SPAMOD1931  	SPM1931	CREDATTIM	 Date et heure	 ADATIM  	   	
SPAMOD1931  	SPM1931	CREUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[SPM1931]CREUSR
SPAMOD1931  	SPM1931	EJEDEV	 Exercice de régularisation	 C  	4	
SPAMOD1931  	SPM1931	FECHAFIN	 Date de fin du prêt	 D  	   	
SPAMOD1931  	SPM1931	FECHAINI	 Date de début du prêt	 D  	   	
SPAMOD1931  	SPM1931	FIY	 Exercice fiscal	 A  	4	
SPAMOD1931  	SPM1931	GARANTIA	 Garanties	 DCB  	9,2	
SPAMOD1931  	SPM1931	IMPDEDUC	 Montant déductible	 DCB  	9,2	
SPAMOD1931  	SPM1931	IMPPERCE	 Montant reçu	 DCB  	9,2	
SPAMOD1931  	SPM1931	IMPRET	 Retenue	 DCB  	9,2	
SPAMOD1931  	SPM1931	INGANT	 Chiffre d'affaires de l'exercice précédent	 DCB  	9,2	
SPAMOD1931  	SPM1931	MEDIADOR	 Médiateur	 A  	1	
SPAMOD1931  	SPM1931	NATDECL	 Nature de la déclaration	 A  	1	
SPAMOD1931  	SPM1931	NATURA	 Nature	 A  	2	
SPAMOD1931  	SPM1931	NIFPER	 Numéro d’identification fiscale de l’entreprise.	 A  	9	
SPAMOD1931  	SPM1931	NIFREP	 NIF du représentant	 A  	9	
SPAMOD1931  	SPM1931	NUMDECL	 Numéro de déclaration	 C  	4	
SPAMOD1931  	SPM1931	PAGO	 Paiement	 A  	1	
SPAMOD1931  	SPM1931	PENALIZA	 Peine	 DCB  	9,2	
SPAMOD1931  	SPM1931	PENDIENT	 À obtenir	 A  	1	
SPAMOD1931  	SPM1931	PORRET	 % de retenue	 DCB  	2,2	
SPAMOD1931  	SPM1931	PROVIN	 Province	 A  	15	
SPAMOD1931  	SPM1931	RAZSOC	 Nom de l'entreprise	 A  	30	
SPAMOD1931  	SPM1931	TIPCOD	 Type de code	 A  	1	
SPAMOD1931  	SPM1931	TIPPERC	 Type de réception	 C  	1	
SPAMOD1931  	SPM1931	UPDDATTIM	 Date et heure	 ADATIM  	   	
SPAMOD1931  	SPM1931	UPDUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[SPM1931]UPDUSR
SPAMOD1932  	SPM1932	AUUID	 Identifiant unique	 AUUID  	   	
SPAMOD1932  	SPM1932	CONTADOR	 Numéro de séquence	 C  	4	
SPAMOD1932  	SPM1932	CPY	 Entreprise	 CPY  	   	[CPY]CPY0=[SPM1932]CPY
SPAMOD1932  	SPM1932	CREDATTIM	 Date et heure	 ADATIM  	   	
SPAMOD1932  	SPM1932	CREUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[SPM1932]CREUSR
SPAMOD1932  	SPM1932	FIY	 Exercice fiscal	 A  	4	
SPAMOD1932  	SPM1932	GASTOS	 Dépenses	 DCB  	11,2	
SPAMOD1932  	SPM1932	NIF	 Numéro d’identification fiscale de l’entreprise.	 A  	9	
SPAMOD1932  	SPM1932	NIFREP	 NIF du représentant	 A  	9	
SPAMOD1932  	SPM1932	NUMDECL	 Numéro de déclaration	 C  	4	
SPAMOD1932  	SPM1932	RAZSOC	 Nom de l'entreprise	 A  	30	
SPAMOD1932  	SPM1932	UPDDATTIM	 Date et heure	 ADATIM  	   	
SPAMOD1932  	SPM1932	UPDUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[SPM1932]UPDUSR
SPAMOD216  	SPM216	ADEDUCIR	 Déduire	 DCB  	10,2	
SPAMOD216  	SPM216	APELLIDO	 Nom de famille	 A  	4	
SPAMOD216  	SPM216	AUUID	 Identifiant unique	 AUUID  	   	
SPAMOD216  	SPM216	COMPJUST	 Pièce justificative précédente	 A  	13	
SPAMOD216  	SPM216	CONTACTO	 Personne à contacter	 A  	100	
SPAMOD216  	SPM216	CPY	 Entreprise	 CPY  	   	[CPY]CPY0=[SPM216]CPY
SPAMOD216  	SPM216	CREDATTIM	 Date et heure	 ADATIM  	   	
SPAMOD216  	SPM216	CREUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[SPM216]CREUSR
SPAMOD216  	SPM216	CUENING	 compte bancaire	 A  	10	
SPAMOD216  	SPM216	DECLNEG	 Déclaration négative	 M  	4	
SPAMOD216  	SPM216	DIA	 Jour	 A  	2	
SPAMOD216  	SPM216	DIGCOING	 Chiffre de contrôle	 A  	2	
SPAMOD216  	SPM216	ENTING	 Entité	 A  	4	
SPAMOD216  	SPM216	FIY	 Exercice fiscal	 A  	4	
SPAMOD216  	SPM216	FORMPAG	 Mode de paiement	 M  	15	
SPAMOD216  	SPM216	IMP11	 Montant 1	 DCB  	10,2	
SPAMOD216  	SPM216	IMP12	 Montant 2	 DCB  	10,2	
SPAMOD216  	SPM216	IMPING	 Montant des revenus	 DCB  	10,2	
SPAMOD216  	SPM216	LOCALIDA	 Localité	 A  	16	
SPAMOD216  	SPM216	MES	 Mois	 A  	10	
SPAMOD216  	SPM216	MODELO	 Formulaire	 A  	3	
SPAMOD216  	SPM216	NIF	 Numéro d’identification fiscale de l’entreprise.	 A  	9	
SPAMOD216  	SPM216	NUM11	 Les récipiendaires du prof. acte. en liquide	 C  	4	
SPAMOD216  	SPM216	NUM12	 Les récipiendaires du prof. acte. en nature	 C  	4	
SPAMOD216  	SPM216	NUMDECL	 Numéro de déclaration	 C  	4	
SPAMOD216  	SPM216	PER	 Période	 A  	2	
SPAMOD216  	SPM216	RAZSOC	 Nom de l'entreprise	 A  	30	
SPAMOD216  	SPM216	RESUL	 Résultat	 DCB  	11,2	
SPAMOD216  	SPM216	RESULDEC	 Montant à déposer	 DCB  	10,2	
SPAMOD216  	SPM216	RET11	 Retenue au prof. acte. en liquide	 DCB  	10,2	
SPAMOD216  	SPM216	SUCURING	 Bifurquer	 A  	4	
SPAMOD216  	SPM216	TELEFONO	 Téléphone	 A  	9	
SPAMOD216  	SPM216	TIPDEC	 Type de déclaration	 ADI  	   	"[ADI]CODE=318;TIPDEC"
SPAMOD216  	SPM216	UPDDATTIM	 Date et heure	 ADATIM  	   	
SPAMOD216  	SPM216	UPDUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[SPM216]UPDUSR
SPAMOD216  	SPM216	YEARDEC	 Année de déclaration	 A  	4	
SPAMOD296  	SPM296	AUUID	 Identifiant unique	 AUUID  	   	
SPAMOD296  	SPM296	CODPOS	 Code Postal	 A  	5	
SPAMOD296  	SPM296	CONTACTO	 Personne à contacter	 A  	40	
SPAMOD296  	SPM296	CPY	 Entreprise	 CPY  	   	[CPY]CPY0=[SPM296]CPY
SPAMOD296  	SPM296	CREDATTIM	 Date et heure	 ADATIM  	   	
SPAMOD296  	SPM296	CREUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[SPM296]CREUSR
SPAMOD296  	SPM296	DECANT	 Déclaration précédente	 A  	13	
SPAMOD296  	SPM296	DECCOMP	 Ajouter. indicateur de page de déclaration	 M  	4	
SPAMOD296  	SPM296	DECSUST	 Remplacement	 M  	4	
SPAMOD296  	SPM296	DIA	 Jour	 A  	2	
SPAMOD296  	SPM296	FIY	 Exercice fiscal	 A  	4	
SPAMOD296  	SPM296	IMP11	 Nombre de destinataires	 L  	6	
SPAMOD296  	SPM296	IMP12	 Bases de retenue	 DCB  	11,2	
SPAMOD296  	SPM296	IMP13	 Retenues	 DCB  	11,2	
SPAMOD296  	SPM296	IMP14	 Retenues de revenus	 DCB  	11,2	
SPAMOD296  	SPM296	LOCALIDA	 Localité	 A  	20	
SPAMOD296  	SPM296	MES	 Mois	 A  	10	
SPAMOD296  	SPM296	MODELO	 Formulaire	 A  	3	
SPAMOD296  	SPM296	NIF	 Numéro d’identification fiscale de l’entreprise.	 A  	9	
SPAMOD296  	SPM296	NIFREP	 NIF du représentant	 A  	9	
SPAMOD296  	SPM296	NOMBVIA	 Rue	 A  	17	
SPAMOD296  	SPM296	NUMCASA	 numéro de rue	 L  	2	
SPAMOD296  	SPM296	NUMDECL	 Numéro de déclaration	 C  	4	
SPAMOD296  	SPM296	NUMJUST	 Numéro de pièce justificative	 A  	13	
SPAMOD296  	SPM296	PROVIN	 Province	 A  	15	
SPAMOD296  	SPM296	RAZSOC	 Nom de l'entreprise	 A  	30	
SPAMOD296  	SPM296	TELEFONO	 Téléphone	 A  	9	
SPAMOD296  	SPM296	TYPDEC	 Type de déclaration	 ADI  	   	"[ADI]CODE=318;TYPDEC"
SPAMOD296  	SPM296	UPDDATTIM	 Date et heure	 ADATIM  	   	
SPAMOD296  	SPM296	UPDUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[SPM296]UPDUSR
SPAMOD296  	SPM296	YEARDEC	 Année de déclaration	 A  	4	
SPAMOD2961  	SPM2961	AUUID	 Identifiant unique	 AUUID  	   	
SPAMOD2961  	SPM2961	BASERET	 Bases de retenue	 DCB  	9,2	
SPAMOD2961  	SPM2961	CIUDADNA	 Ville/ville de naissance	 A  	35	
SPAMOD2961  	SPM2961	CLACOD	 Code clé	 C  	1	
SPAMOD2961  	SPM2961	CLAPERC	 Clé	 A  	1	
SPAMOD2961  	SPM2961	CLAVE	 Mots clés	 C  	1	
SPAMOD2961  	SPM2961	CODCUENT	 compte bancaire	 A  	20	
SPAMOD2961  	SPM2961	CODEMISO	 Code émetteur	 A  	12	
SPAMOD2961  	SPM2961	CODPOS	 Code Postal	 A  	5	
SPAMOD2961  	SPM2961	COMPENSA	 Rémunérations	 DCB  	9,2	
SPAMOD2961  	SPM2961	CONTADOR	 Numéro de séquence	 C  	4	
SPAMOD2961  	SPM2961	CPY	 Entreprise	 CPY  	   	[CPY]CPY0=[SPM2961]CPY
SPAMOD2961  	SPM2961	CREDATTIM	 Date et heure	 ADATIM  	   	
SPAMOD2961  	SPM2961	CREUSR	 Utilisateur	 AUS  	   	[AUS]CODUSR=[SPM2961]CREUSR
SPAMOD2961  	SPM2961	DIRECC1	 Adresse 1)	 A  	50	
SPAMOD2961  	SPM2961	DIRECC2	 Adresse 2)	 A  	40	
SPAMOD2961  	SPM2961	EJEDEV	 Exercice de régularisation	 C  	4	
SPAMOD2961  	SPM2961	FECHADEV	 Date de soumission	 D  	   	
SPAMOD2961  	SPM2961	FECHAFIN	 Date de fin du prêt	 D  	   	
SPAMOD2961  	SPM2961	FECHAINI	 Date de début du prêt	 D  	   	
SPAMOD2961  	SPM2961	FECHANAC	 Date de naissance	 D  	   	
SPAMOD2961  	SPM2961	FIY	 Exercice fiscal	 A  	4	
SPAMOD2961  	SPM2961	FJ	 PL	 A  	1	
SPAMOD2961  	SPM2961	GARANTIA	 Garanties	 DCB  	9,2	
SPAMOD2961  	SPM2961	IMPRET	 Retenue	 DCB  	9,2	
SPAMOD2961  	SPM2961	MEDIADOR	 Médiateur	 A  	1	
SPAMOD2961  	SPM2961	NATURA	 Nature	 A  	2	
SPAMOD2961  	SPM2961	NIFPAIS	 NIF dans le pays	 A  	20	
SPAMOD2961  	SPM2961	NIFPER	 Numéro d’identification fiscale de l’entreprise.	 A  	9	
SPAMOD2961  	SPM2961	NIFREP	 NIF du représentant	 A  	9	
SPAMOD2961  	SPM2961	NUMDECL	 Numéro de déclaration	 C  	4	
SPAMOD2961  	SPM2961	PAGO	 Paiement	 C  	1	
SPAMOD2961  	SPM2961	PAIS	 Pays	 A  	2	
SPAMOD2961  	SPM2961	PAISFIS	 Pays de résidence	 A  	2	
SPAMOD2961  	SPM2961	PAISNAC	 Pays de naissance	 A  	2	
SPAMOD2961  	SPM2961	PENDIENT	 À obtenir	 A  	1	
SPAMOD2961  	SPM2961	POBLACIO	 Population	 A  	30	
SPAMOD2961  	SPM2961	PORRET	 % de retenue	 DCB  	2,2	
SPAMOD2961  	SPM2961	PROVIN	 Province	 A  	15	
